Picture Path,Label,width,height
./Multi-class Weather Dataset/Sunrise/sunrise39.jpg,Lever du soleil,615,412
./Multi-class Weather Dataset/Sunrise/sunrise4.jpg,Lever du soleil,900,597
./Multi-class Weather Dataset/Sunrise/sunrise40.jpg,Lever du soleil,640,345
./Multi-class Weather Dataset/Sunrise/sunrise41.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise42.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise43.jpg,Lever du soleil,318,159
./Multi-class Weather Dataset/Sunrise/sunrise44.jpg,Lever du soleil,2560,1600
./Multi-class Weather Dataset/Sunrise/sunrise45.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise46.jpg,Lever du soleil,612,408
./Multi-class Weather Dataset/Sunrise/sunrise47.jpg,Lever du soleil,440,267
./Multi-class Weather Dataset/Sunrise/sunrise48.jpg,Lever du soleil,284,177
./Multi-class Weather Dataset/Sunrise/sunrise49.jpg,Lever du soleil,480,360
./Multi-class Weather Dataset/Sunrise/sunrise5.jpg,Lever du soleil,350,230
./Multi-class Weather Dataset/Sunrise/sunrise50.jpg,Lever du soleil,225,225
./Multi-class Weather Dataset/Sunrise/sunrise51.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise52.jpg,Lever du soleil,281,180
./Multi-class Weather Dataset/Sunrise/sunrise53.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise54.jpg,Lever du soleil,1920,1080
./Multi-class Weather Dataset/Sunrise/sunrise55.jpg,Lever du soleil,500,282
./Multi-class Weather Dataset/Sunrise/sunrise56.jpg,Lever du soleil,800,450
./Multi-class Weather Dataset/Sunrise/sunrise57.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise58.jpg,Lever du soleil,276,183
./Multi-class Weather Dataset/Sunrise/sunrise59.jpg,Lever du soleil,1024,768
./Multi-class Weather Dataset/Sunrise/sunrise6.jpg,Lever du soleil,350,144
./Multi-class Weather Dataset/Sunrise/sunrise60.jpg,Lever du soleil,738,492
./Multi-class Weather Dataset/Sunrise/sunrise61.jpg,Lever du soleil,500,326
./Multi-class Weather Dataset/Sunrise/sunrise62.jpg,Lever du soleil,240,180
./Multi-class Weather Dataset/Sunrise/sunrise63.jpg,Lever du soleil,680,453
./Multi-class Weather Dataset/Sunrise/sunrise64.jpg,Lever du soleil,240,160
./Multi-class Weather Dataset/Sunrise/sunrise65.jpg,Lever du soleil,2500,1667
./Multi-class Weather Dataset/Sunrise/sunrise66.jpg,Lever du soleil,500,400
./Multi-class Weather Dataset/Sunrise/sunrise67.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise68.jpg,Lever du soleil,268,188
./Multi-class Weather Dataset/Sunrise/sunrise69.jpg,Lever du soleil,276,182
./Multi-class Weather Dataset/Sunrise/sunrise7.jpg,Lever du soleil,4368,2912
./Multi-class Weather Dataset/Sunrise/sunrise70.jpg,Lever du soleil,600,524
./Multi-class Weather Dataset/Sunrise/sunrise71.jpg,Lever du soleil,341,512
./Multi-class Weather Dataset/Sunrise/sunrise72.jpg,Lever du soleil,900,463
./Multi-class Weather Dataset/Sunrise/sunrise73.jpg,Lever du soleil,275,184
./Multi-class Weather Dataset/Sunrise/sunrise74.jpg,Lever du soleil,1920,1200
./Multi-class Weather Dataset/Sunrise/sunrise75.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise76.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise77.jpg,Lever du soleil,1024,576
./Multi-class Weather Dataset/Sunrise/sunrise78.jpg,Lever du soleil,768,1039
./Multi-class Weather Dataset/Sunrise/sunrise79.jpg,Lever du soleil,268,188
./Multi-class Weather Dataset/Sunrise/sunrise8.jpg,Lever du soleil,400,266
./Multi-class Weather Dataset/Sunrise/sunrise80.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise81.jpg,Lever du soleil,3888,2592
./Multi-class Weather Dataset/Sunrise/sunrise82.jpg,Lever du soleil,612,564
./Multi-class Weather Dataset/Sunrise/sunrise83.jpg,Lever du soleil,380,133
./Multi-class Weather Dataset/Sunrise/sunrise84.jpg,Lever du soleil,516,234
./Multi-class Weather Dataset/Sunrise/sunrise85.jpg,Lever du soleil,299,168
./Multi-class Weather Dataset/Sunrise/sunrise86.jpg,Lever du soleil,276,183
./Multi-class Weather Dataset/Sunrise/sunrise87.jpg,Lever du soleil,2272,1704
./Multi-class Weather Dataset/Sunrise/sunrise88.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise89.jpeg,Lever du soleil,640,428
./Multi-class Weather Dataset/Sunrise/sunrise9.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise90.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise91.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise92.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise93.jpg,Lever du soleil,500,375
./Multi-class Weather Dataset/Sunrise/sunrise94.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise95.jpg,Lever du soleil,1600,1049
./Multi-class Weather Dataset/Sunrise/sunrise96.jpg,Lever du soleil,3008,2000
./Multi-class Weather Dataset/Sunrise/sunrise97.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise98.jpg,Lever du soleil,1024,576
./Multi-class Weather Dataset/Sunrise/sunrise99.jpg,Lever du soleil,283,178
