Picture Path,Label,width,height,Luminance,RGB,LBP
./Multi-class Weather Dataset/Rain/rain125.jpg,Pluvieux,400,300,0.27688166814456977,"[189.27169961089618, 182.7187968204749, 181.43420547827213]","[2312, 4971, 4858, 14435, 25157, 21293, 8014, 6318, 24051, 7229]"
./Multi-class Weather Dataset/Cloudy/cloudy15.jpg,Nuageux,852,480,0.2062489156388045,"[137.4408017324761, 153.52932496069977, 166.7727210018607]","[502, 1741, 1690, 13748, 30607, 38106, 8911, 4166, 16400, 2767]"
./Multi-class Weather Dataset/Cloudy/cloudy275.jpg,Nuageux,213,160,0.17902214047637863,"[134.96978525272257, 134.00399896902763, 132.03571276172053]","[220, 1595, 574, 11525, 14703, 42569, 4977, 9530, 30986, 1959]"
./Multi-class Weather Dataset/Cloudy/cloudy221.jpg,Nuageux,332,175,0.16161706467044015,"[119.48286663658567, 119.48286663658567, 119.48286663658567]","[357, 1820, 1471, 13351, 40574, 34798, 7568, 5642, 11013, 2044]"
./Multi-class Weather Dataset/Rain/rain138.jpg,Pluvieux,320,180,0.25729756412067967,"[146.50801571798243, 152.15217217370278, 142.6804267498609]","[1738, 4162, 4342, 14548, 26770, 20497, 8315, 5215, 26870, 6181]"
./Multi-class Weather Dataset/Shine/shine47.jpg,Ensoleillé,299,168,0.14187054413246217,"[122.56071120762319, 189.52503426916334, 231.74888763507477]","[533, 2617, 1502, 13277, 21165, 31352, 6682, 7930, 29661, 3919]"
./Multi-class Weather Dataset/Cloudy/cloudy79.jpg,Nuageux,275,183,0.18493488510674658,"[102.26340985155473, 93.92291440137224, 85.83476073222745]","[670, 2720, 2659, 14672, 38597, 34194, 8405, 5050, 8079, 3592]"
./Multi-class Weather Dataset/Shine/shine49.jpg,Ensoleillé,900,596,0.2284306437067953,"[97.66306366320235, 125.57352859249355, 152.7879083851717]","[3542, 6768, 2432, 13792, 12533, 22667, 10245, 14079, 21579, 11001]"
./Multi-class Weather Dataset/Shine/shine93.jpg,Ensoleillé,325,155,0.22043226804442298,"[137.92004537964226, 162.08392698534618, 182.60411480854575]","[861, 3263, 2057, 11537, 19346, 36441, 6563, 6891, 26812, 4867]"
./Multi-class Weather Dataset/Shine/shine46.jpg,Ensoleillé,259,194,0.12720346752510095,"[136.5821206764485, 190.87670898025928, 223.97665011553002]","[801, 3766, 2631, 14505, 34459, 31356, 8117, 6281, 11974, 4748]"
./Multi-class Weather Dataset/Rain/rain75.jpg,Pluvieux,600,400,0.1191824759293665,"[138.13854646066184, 142.12841433868152, 131.78158492114667]","[5822, 12805, 6591, 11975, 21586, 14973, 9581, 11969, 8923, 14413]"
./Multi-class Weather Dataset/Shine/shine29.jpg,Ensoleillé,275,183,0.1888982910641884,"[59.66376886779531, 115.4297184831694, 157.39710189821136]","[233, 1788, 683, 6584, 15978, 48042, 3903, 4761, 33852, 2814]"
./Multi-class Weather Dataset/Cloudy/cloudy181.jpg,Nuageux,342,171,0.1574941025450524,"[78.42481270493012, 80.41626405009356, 81.57347890747484]","[75, 660, 245, 7227, 11814, 33572, 3346, 5293, 55548, 858]"
./Multi-class Weather Dataset/Shine/shine223.jpg,Ensoleillé,261,174,0.1885359701321694,"[192.79999972342335, 211.7915390463005, 218.14317108557123]","[1163, 3592, 2486, 12479, 20179, 30064, 6197, 7251, 30293, 4934]"
./Multi-class Weather Dataset/Rain/rain111.jpg,Pluvieux,283,178,0.18919062105750417,"[116.12446653633322, 115.11014408062762, 114.87853227886512]","[3845, 7557, 7809, 18935, 27476, 20769, 10222, 7406, 5418, 9201]"
./Multi-class Weather Dataset/Cloudy/cloudy41.jpg,Nuageux,259,194,0.17963076389448435,"[127.5076039809652, 141.36538382516562, 159.5917500545251]","[177, 1353, 1034, 11976, 43611, 38059, 7364, 4696, 8516, 1852]"
./Multi-class Weather Dataset/Shine/shine87.jpg,Ensoleillé,284,177,0.16851385774513578,"[123.15584471643781, 172.64239588074648, 214.392452842365]","[852, 4184, 3048, 14453, 39644, 30070, 7694, 6146, 7454, 5093]"
./Multi-class Weather Dataset/Rain/rain204.jpg,Pluvieux,276,183,0.1776233185802716,"[102.15782174556213, 107.39301903426811, 108.1955235543207]","[2811, 7215, 7092, 18545, 32517, 21122, 9674, 7172, 4889, 7601]"
./Multi-class Weather Dataset/Sunrise/sunrise143.jpg,Lever du soleil,1920,1200,0.1039825912917539,"[99.91711640004678, 97.38925238962221, 78.7101097456127]","[8748, 10596, 6278, 9674, 12025, 11851, 9350, 11714, 16392, 22010]"
./Multi-class Weather Dataset/Rain/rain38.jpg,Pluvieux,259,194,0.10650502240717191,"[138.6331746178501, 149.63625851329255, 137.96837751052573]","[1273, 5244, 4752, 17402, 40511, 25295, 8824, 5660, 4328, 5349]"
./Multi-class Weather Dataset/Shine/shine55.jpg,Ensoleillé,1680,1050,0.21359805115398478,"[93.88422462132706, 164.47904220717646, 161.13238281842663]","[11875, 10966, 6914, 9213, 10815, 10673, 8367, 11725, 15223, 22867]"
./Multi-class Weather Dataset/Cloudy/cloudy253.jpg,Nuageux,258,171,0.16347387074155442,"[170.87600983401188, 169.99674159786494, 171.3761253706127]","[474, 2008, 1786, 13683, 43151, 34062, 7753, 5262, 7816, 2643]"
./Multi-class Weather Dataset/Sunrise/sunrise263.jpg,Lever du soleil,300,130,0.13767584610591857,"[213.54319011009332, 113.52920247675702, 14.8164961374096]","[390, 2707, 1397, 12369, 26939, 33964, 6675, 7036, 23464, 3697]"
./Multi-class Weather Dataset/Sunrise/sunrise169.jpg,Lever du soleil,251,201,0.25981560583643476,"[192.3353815809437, 132.27306886284327, 41.94584214427502]","[553, 3004, 1155, 12514, 16724, 31371, 6416, 9133, 33473, 4295]"
./Multi-class Weather Dataset/Shine/shine72.jpg,Ensoleillé,1920,1080,0.12442332117353347,"[166.9241939305387, 190.65730382286873, 218.10730502136752]","[699, 2371, 1380, 11392, 19883, 36890, 8340, 5554, 28123, 4006]"
./Multi-class Weather Dataset/Sunrise/sunrise185.jpg,Lever du soleil,260,194,0.36296275614236506,"[173.01414663198133, 135.44046121394493, 88.90023791518105]","[535, 2299, 1346, 10154, 15618, 35732, 4955, 6849, 37895, 3255]"
./Multi-class Weather Dataset/Sunrise/sunrise344.jpg,Lever du soleil,228,166,0.2423132091900367,"[206.30410678782303, 127.83525534346077, 63.86605057243463]","[275, 2379, 762, 9082, 25377, 38745, 5396, 6610, 26210, 3802]"
./Multi-class Weather Dataset/Sunrise/sunrise151.jpg,Lever du soleil,280,210,0.1032121159140224,"[96.89990226966697, 74.3886472135825, 117.90035249693395]","[854, 4057, 1415, 11688, 15869, 29348, 6055, 9635, 33215, 6502]"
./Multi-class Weather Dataset/Cloudy/cloudy59.jpg,Nuageux,275,183,0.17939790545242712,"[136.67673119199793, 136.67673119199793, 136.67673119199793]","[262, 1853, 1633, 13634, 44688, 36324, 8164, 4187, 5320, 2573]"
./Multi-class Weather Dataset/Cloudy/cloudy43.jpg,Nuageux,260,194,0.19708866858184693,"[107.90012310294762, 109.18746839124059, 121.64315844206746]","[513, 2771, 2357, 13777, 44050, 31455, 7474, 4961, 8187, 3093]"
./Multi-class Weather Dataset/Cloudy/cloudy10.jpg,Nuageux,271,186,0.1188101156413041,"[152.9002701495305, 169.04855283246093, 198.5488576594346]","[189, 1748, 894, 11282, 31090, 39998, 7514, 6520, 16730, 2673]"
./Multi-class Weather Dataset/Sunrise/sunrise294.jpg,Lever du soleil,266,175,0.26383337904841725,"[108.21336376861755, 64.76584099318937, 29.590329142011836]","[363, 2277, 1051, 12396, 23104, 32154, 6639, 7563, 29740, 3351]"
./Multi-class Weather Dataset/Shine/shine234.jpg,Ensoleillé,237,177,0.18120009154735145,"[156.56099199876937, 170.93814547720797, 214.21606878698225]","[123, 1485, 221, 12818, 8217, 31604, 5302, 11426, 45017, 2425]"
./Multi-class Weather Dataset/Shine/shine241.jpg,Ensoleillé,325,183,0.25477050111392524,"[100.70228098027192, 164.70034599738278, 228.04564785576713]","[222, 1851, 290, 11622, 10622, 35985, 7186, 9662, 38191, 3007]"
./Multi-class Weather Dataset/Shine/shine213.jpg,Ensoleillé,259,162,0.1618711531371945,"[103.9443079341147, 157.8818369746624, 209.02975875799703]","[101, 1518, 323, 9926, 12944, 45728, 4875, 8741, 31745, 2737]"
./Multi-class Weather Dataset/Cloudy/cloudy40.jpg,Nuageux,183,275,0.19925266961241914,"[122.47449252136752, 128.09849193950294, 140.6749719669815]","[231, 2377, 1224, 9622, 35096, 43516, 7208, 5723, 10831, 2810]"
./Multi-class Weather Dataset/Shine/shine21.jpg,Ensoleillé,300,168,0.2741394696712785,"[138.66366709417514, 172.4741861139559, 207.31290462504637]","[477, 2593, 1632, 12571, 25454, 33763, 8228, 7204, 23100, 3616]"
./Multi-class Weather Dataset/Cloudy/cloudy105.jpg,Nuageux,288,175,0.17598309775033089,"[126.20203805378547, 133.47730741309698, 147.29657570455925]","[139, 1308, 680, 11943, 35654, 41211, 7866, 6093, 11792, 1952]"
./Multi-class Weather Dataset/Cloudy/cloudy206.jpg,Nuageux,255,192,0.08580725035467245,"[126.69183316580691, 133.27817384211846, 136.41214714088235]","[76, 1173, 207, 11767, 12418, 35016, 6435, 9522, 40276, 1748]"
./Multi-class Weather Dataset/Sunrise/sunrise347.jpg,Lever du soleil,228,152,0.20631590335393324,"[161.75533022461184, 74.40804452146446, 5.658170429689475]","[147, 1958, 358, 5800, 21555, 48428, 3713, 4420, 28437, 3822]"
./Multi-class Weather Dataset/Sunrise/sunrise96.jpg,Lever du soleil,3008,2000,0.19780772728277918,"[144.7480016349631, 34.76674315986446, 3.222985178652708]","[7891, 10608, 3842, 7828, 13551, 13258, 6319, 12631, 22478, 20232]"
./Multi-class Weather Dataset/Cloudy/cloudy21.jpg,Nuageux,852,480,0.18945527788823469,"[160.55531025841213, 162.4318524366139, 166.95422877129377]","[685, 2219, 1828, 13497, 29298, 38943, 9138, 4532, 14985, 3513]"
./Multi-class Weather Dataset/Rain/rain81.jpg,Pluvieux,800,600,0.223661703740704,"[118.74981874352021, 178.822463080969, 194.56826385728013]","[3708, 7701, 7080, 16512, 27929, 21486, 10360, 7471, 6908, 9483]"
./Multi-class Weather Dataset/Shine/shine228.jpg,Ensoleillé,290,161,0.23777184628466547,"[94.72958656928007, 135.538826751336, 186.44259809778487]","[354, 2131, 1279, 13218, 36110, 35635, 8658, 6704, 11693, 2856]"
./Multi-class Weather Dataset/Sunrise/sunrise136.jpg,Lever du soleil,1022,682,0.26999017360148886,"[220.99986092145855, 116.33067806583894, 39.36128624339377]","[2338, 5297, 2804, 13493, 18034, 24477, 9526, 11045, 20958, 10666]"
./Multi-class Weather Dataset/Sunrise/sunrise306.jpg,Lever du soleil,257,161,0.09180629583433962,"[114.88578668670662, 55.975567877703604, 47.4844991302323]","[246, 2845, 694, 8820, 24525, 41576, 5200, 7247, 23539, 3946]"
./Multi-class Weather Dataset/Sunrise/sunrise59.jpg,Lever du soleil,1024,768,0.25420658659643924,"[203.81084982520355, 149.76166007624033, 75.95220301199869]","[5008, 8903, 3928, 10659, 20133, 22085, 7794, 10683, 15577, 13868]"
./Multi-class Weather Dataset/Cloudy/cloudy51.jpg,Nuageux,259,194,0.12914038579255596,"[51.20261639530547, 52.78108395523567, 56.18975419843347]","[261, 2030, 1038, 10856, 27016, 43295, 6758, 6695, 17441, 3248]"
./Multi-class Weather Dataset/Sunrise/sunrise196.jpg,Lever du soleil,259,194,0.11327816834934867,"[123.10039528070686, 64.22490896677287, 27.70890871153214]","[275, 1931, 438, 4872, 6935, 32701, 2335, 4554, 60625, 3972]"
./Multi-class Weather Dataset/Shine/shine205.jpg,Ensoleillé,282,176,0.17190939382283602,"[148.05619020017826, 197.7906373076607, 213.36868328576216]","[493, 2832, 1156, 13149, 22111, 36119, 8275, 9250, 20947, 4306]"
./Multi-class Weather Dataset/Sunrise/sunrise270.jpg,Lever du soleil,232,168,0.14686944632799284,"[240.75681149010015, 158.91678747139406, 31.86820757393289]","[484, 3906, 1634, 9698, 36848, 30627, 5543, 6379, 19210, 4309]"
./Multi-class Weather Dataset/Cloudy/cloudy152.jpg,Nuageux,1920,1080,0.1527615459782511,"[162.56932064347006, 175.86138090504306, 178.61281538298226]","[1939, 4804, 3142, 15068, 16166, 26491, 11508, 8363, 22793, 8364]"
./Multi-class Weather Dataset/Rain/rain37.jpg,Pluvieux,1600,1067,0.10992998746813513,"[139.65410320549697, 143.0683482790084, 135.20887278949408]","[7489, 12273, 7529, 12267, 15124, 13666, 10176, 11783, 11104, 17227]"
./Multi-class Weather Dataset/Cloudy/cloudy104.jpg,Nuageux,275,183,0.15577029112475027,"[104.73994034768582, 125.37264488401692, 158.66744137760458]","[236, 1516, 1197, 13309, 41692, 37431, 8504, 4922, 7797, 2034]"
./Multi-class Weather Dataset/Cloudy/cloudy93.jpg,Nuageux,259,194,0.19478898594773195,"[66.88000702504678, 89.98760027878926, 107.19337389527387]","[91, 1029, 556, 11299, 30342, 41836, 7442, 6602, 17966, 1475]"
./Multi-class Weather Dataset/Cloudy/cloudy131.jpg,Nuageux,600,300,0.1489989481352671,"[150.85098669376592, 166.16299767991705, 183.51901582966673]","[1481, 4602, 2554, 14890, 22745, 27076, 10401, 8010, 18054, 8825]"
./Multi-class Weather Dataset/Shine/shine173.jpg,Ensoleillé,231,154,0.15250448690386686,"[180.3729743724081, 215.9132620081677, 224.49823712022075]","[419, 2698, 1358, 13818, 28909, 33959, 8232, 8027, 17324, 3894]"
./Multi-class Weather Dataset/Cloudy/cloudy72.jpg,Nuageux,800,500,0.07783229909340232,"[127.32115309544581, 134.00834155161078, 136.54844345298304]","[2562, 7057, 3371, 12921, 13633, 22524, 12244, 10413, 20572, 13341]"
./Multi-class Weather Dataset/Rain/rain127.jpg,Pluvieux,292,173,0.2711416701707881,"[155.6116265314444, 156.37110204729936, 156.3120524397221]","[890, 3427, 2846, 14685, 34429, 31130, 8216, 6060, 12711, 4244]"
./Multi-class Weather Dataset/Cloudy/cloudy223.jpg,Nuageux,256,160,0.21788803812860674,"[128.7962534927679, 128.81695821796137, 132.16045920020355]","[706, 2823, 2621, 15645, 41214, 29860, 7804, 5411, 9065, 3489]"
./Multi-class Weather Dataset/Sunrise/sunrise21.jpg,Lever du soleil,969,545,0.16427469852819834,"[136.69870807098064, 126.84169720863045, 104.26923956041698]","[6051, 11368, 5692, 11951, 23286, 15743, 7755, 11378, 10403, 15011]"
./Multi-class Weather Dataset/Cloudy/cloudy166.jpg,Nuageux,256,169,0.13736224408661268,"[94.13984268320436, 75.99357176610782, 51.83371994797198]","[198, 1721, 728, 12291, 25350, 38543, 7321, 8199, 21837, 2450]"
./Multi-class Weather Dataset/Shine/shine155.jpg,Ensoleillé,231,154,0.17423736676724857,"[53.49138799594144, 99.19453452940878, 170.8941474011278]","[226, 1110, 523, 11254, 11141, 39382, 4468, 9015, 40077, 1442]"
./Multi-class Weather Dataset/Shine/shine15.jpg,Ensoleillé,275,183,0.2412637560655184,"[81.79500761375992, 139.20200130860263, 180.12988770197998]","[456, 3307, 1551, 10583, 24926, 38383, 6403, 7069, 22320, 3640]"
./Multi-class Weather Dataset/Shine/shine44.jpg,Ensoleillé,299,168,0.12225280281281391,"[124.31301877876398, 194.194088055682, 235.93494439887516]","[444, 3216, 1560, 12467, 29691, 34364, 7150, 6853, 18372, 4521]"
./Multi-class Weather Dataset/Cloudy/cloudy108.jpg,Nuageux,900,675,0.1956078866842946,"[162.0977991150074, 169.88316335722956, 200.41666666666666]","[4132, 6553, 5788, 14996, 24177, 20549, 9853, 8061, 12166, 12363]"
./Multi-class Weather Dataset/Sunrise/sunrise241.jpg,Lever du soleil,299,168,0.2433952931003181,"[181.27396635405603, 103.68793718865372, 29.99519398690765]","[568, 3032, 1700, 12417, 32322, 36504, 8232, 7008, 13057, 3798]"
./Multi-class Weather Dataset/Shine/shine51.jpg,Ensoleillé,284,177,0.17129461569863164,"[120.04224362530344, 146.10561984645517, 176.61640231866053]","[864, 4131, 2233, 11936, 26968, 36542, 6881, 7288, 17184, 4611]"
./Multi-class Weather Dataset/Rain/rain26.jpg,Pluvieux,590,329,0.253023892127137,"[184.67653057515298, 185.06375269464675, 185.82423244712908]","[3069, 6465, 4507, 8540, 13895, 11739, 6628, 7104, 48099, 8592]"
./Multi-class Weather Dataset/Rain/rain202.jpg,Pluvieux,225,225,0.19639759354909767,"[91.67905914420338, 94.9489973899067, 94.98537541723563]","[3311, 8025, 7157, 18248, 32124, 20053, 9088, 7851, 4767, 8014]"
./Multi-class Weather Dataset/Rain/rain196.jpg,Pluvieux,275,183,0.15985684787389584,"[151.071188523597, 150.25474990754438, 156.49653311175592]","[1081, 4616, 3464, 14323, 37064, 30328, 8580, 6015, 7669, 5498]"
./Multi-class Weather Dataset/Shine/shine62.jpg,Ensoleillé,2000,1125,0.20664604720980717,"[60.61778480677565, 120.03152779489919, 180.4300974260987]","[8318, 9875, 4840, 9574, 10944, 14354, 8074, 11993, 19574, 21092]"
./Multi-class Weather Dataset/Cloudy/cloudy77.jpg,Nuageux,900,675,0.15277843750019676,"[73.44346180713599, 80.67392324761038, 85.91817776292166]","[2887, 5732, 4681, 14828, 25112, 23994, 10560, 8546, 11656, 10642]"
./Multi-class Weather Dataset/Sunrise/sunrise95.jpg,Lever du soleil,1600,1049,0.2664209587114066,"[109.53361176699286, 65.65682034055277, 29.466268317276082]","[3687, 6605, 3488, 11285, 13207, 19295, 9099, 9759, 29861, 12352]"
./Multi-class Weather Dataset/Cloudy/cloudy156.jpg,Nuageux,299,168,0.08110794316146755,"[151.06383033366205, 155.3110640404002, 160.04832768590165]","[71, 1170, 525, 11336, 27491, 45373, 8103, 6984, 15846, 1739]"
./Multi-class Weather Dataset/Shine/shine74.jpg,Ensoleillé,275,183,0.2011645887717387,"[62.46965707261796, 131.70918163341426, 194.42803070711955]","[486, 2134, 1469, 12193, 17376, 28776, 5512, 7361, 40135, 3196]"
./Multi-class Weather Dataset/Sunrise/sunrise316.jpg,Lever du soleil,215,162,0.13582881542528413,"[153.0856645781179, 62.71334016082537, 17.61615280701588]","[417, 3055, 1452, 9468, 28681, 33841, 5675, 5770, 26707, 3572]"
./Multi-class Weather Dataset/Shine/shine88.jpg,Ensoleillé,284,177,0.15065034094412397,"[111.12492664133751, 188.56544079995447, 226.3611996485633]","[664, 4141, 2475, 13110, 26702, 37279, 8425, 7247, 13193, 5402]"
./Multi-class Weather Dataset/Shine/shine250.jpg,Ensoleillé,233,175,0.22573488419584464,"[42.164257684089414, 115.57524715415802, 197.50063257029788]","[271, 1502, 914, 9061, 17347, 42413, 4560, 5250, 35075, 2245]"
./Multi-class Weather Dataset/Shine/shine130.jpg,Ensoleillé,300,168,0.12342631934270354,"[106.50805904832347, 183.5421244668656, 216.29299867954407]","[420, 2480, 1255, 11069, 21745, 31635, 5957, 6239, 33901, 3937]"
./Multi-class Weather Dataset/Rain/rain55.jpg,Pluvieux,640,402,0.12801286217617025,"[134.25107469782026, 138.23592172196092, 135.89280047286704]","[4162, 8384, 6271, 15149, 25034, 19261, 10584, 8657, 8770, 12366]"
./Multi-class Weather Dataset/Rain/rain63.jpg,Pluvieux,1191,670,0.13136542616647176,"[106.05962159441958, 116.91327577114836, 136.7484322055328]","[14421, 13465, 5544, 5569, 8132, 7650, 6730, 14399, 17799, 24929]"
./Multi-class Weather Dataset/Rain/rain27.jpg,Pluvieux,275,183,0.17683040472109737,"[149.78559027777777, 157.32255421955867, 147.79457487008798]","[1576, 4540, 4646, 17137, 35712, 27965, 9353, 5654, 6096, 5959]"
./Multi-class Weather Dataset/Cloudy/cloudy186.jpg,Nuageux,267,178,0.1335835630970607,"[94.72419299544623, 100.88056788297173, 102.81123881049916]","[319, 1854, 1494, 12993, 43785, 35693, 7723, 4608, 7801, 2368]"
./Multi-class Weather Dataset/Rain/rain24.jpeg,Pluvieux,640,420,0.15620418748403994,"[183.00235695982738, 172.5313631330181, 159.3698218266913]","[7878, 15725, 5507, 8806, 12961, 10899, 8429, 15322, 13176, 19935]"
./Multi-class Weather Dataset/Cloudy/cloudy31.jpg,Nuageux,800,600,0.1951043027553553,"[151.31046597633136, 159.71282553071106, 166.17507150164786]","[1991, 4985, 4304, 15692, 27808, 27661, 11557, 6979, 9055, 8606]"
./Multi-class Weather Dataset/Sunrise/sunrise195.jpg,Lever du soleil,259,194,0.18162918159943878,"[161.54878624339378, 106.56306451268776, 85.50696261948111]","[649, 4333, 1489, 11238, 19448, 32873, 5805, 9467, 27643, 5693]"
./Multi-class Weather Dataset/Sunrise/sunrise209.jpg,Lever du soleil,1323,864,0.1921128772202631,"[151.2948803226517, 95.05813888019648, 64.05408515557832]","[8659, 10346, 5578, 10007, 13162, 13050, 8555, 11628, 16674, 20979]"
./Multi-class Weather Dataset/Rain/rain88.jpg,Pluvieux,1920,1080,0.14471471613006603,"[140.78917905730037, 138.30669491962945, 137.80932595374162]","[8723, 11478, 5500, 10003, 12794, 15096, 10424, 11676, 13663, 19281]"
./Multi-class Weather Dataset/Shine/shine175.jpg,Ensoleillé,274,171,0.19167964215145505,"[127.36129789912381, 157.57519249734486, 188.77795992325395]","[1014, 4032, 3172, 15368, 33841, 30396, 8154, 6583, 11159, 4919]"
./Multi-class Weather Dataset/Sunrise/sunrise217.jpg,Lever du soleil,320,212,0.09003049890160528,"[81.96923667611769, 45.59124316197171, 25.903336462600517]","[621, 3167, 876, 9755, 10554, 27927, 5054, 8776, 46667, 5241]"
./Multi-class Weather Dataset/Rain/rain14.jpg,Pluvieux,500,400,0.12338677799692652,"[99.93412181383705, 113.0587042489548, 116.4622289812286]","[3643, 6951, 7599, 17139, 27881, 19573, 11233, 7506, 6914, 10199]"
./Multi-class Weather Dataset/Sunrise/sunrise343.jpg,Lever du soleil,282,189,0.20035262709896684,"[120.34271402291003, 104.49155087982982, 81.10912074704142]","[556, 3956, 2212, 12336, 37481, 33102, 7446, 6542, 10743, 4264]"
./Multi-class Weather Dataset/Rain/rain135.jpg,Pluvieux,620,413,0.1598301047048697,"[72.40263692124361, 75.0641657816214, 71.26856224396904]","[8269, 10354, 8560, 12653, 16921, 13340, 10037, 10500, 10801, 17203]"
./Multi-class Weather Dataset/Rain/rain174.jpg,Pluvieux,650,400,0.21749179007919742,"[96.7848132949603, 102.94050381991858, 97.10414770141101]","[3441, 7090, 5522, 14841, 35937, 18427, 8997, 7930, 7284, 9169]"
./Multi-class Weather Dataset/Shine/shine5.jpg,Ensoleillé,300,168,0.1943725853523677,"[127.85964601218623, 165.51626507737825, 228.47640643175038]","[499, 2339, 1470, 12896, 19783, 33064, 6982, 7518, 30725, 3362]"
./Multi-class Weather Dataset/Sunrise/sunrise182.jpg,Lever du soleil,300,168,0.17346872989834997,"[151.89407766430233, 107.8141657816214, 46.812745560549736]","[468, 2596, 1229, 12904, 23766, 38526, 8205, 8582, 19015, 3347]"
./Multi-class Weather Dataset/Sunrise/sunrise341.jpg,Lever du soleil,318,166,0.14383194294012674,"[209.67761636896483, 173.7660733504969, 156.93607958137358]","[205, 1782, 714, 13216, 21233, 36910, 7830, 8903, 25197, 2648]"
./Multi-class Weather Dataset/Shine/shine48.jpg,Ensoleillé,275,183,0.19270263320951384,"[80.9384146784757, 119.67710723745765, 160.46636584346922]","[163, 1608, 477, 12478, 13475, 35498, 5694, 9950, 36980, 2315]"
./Multi-class Weather Dataset/Rain/rain195.jpg,Pluvieux,1028,735,0.1839408630584838,"[101.75369101410382, 105.90691951303545, 100.19424570436959]","[9968, 12177, 7467, 10785, 13822, 11487, 7991, 12424, 12398, 20119]"
./Multi-class Weather Dataset/Rain/rain124.jpg,Pluvieux,759,422,0.21971069381032685,"[184.86891393092853, 176.2113050835314, 169.7369270122136]","[4364, 9361, 5861, 13599, 21953, 19342, 9739, 10239, 11501, 12679]"
./Multi-class Weather Dataset/Shine/shine238.jpg,Ensoleillé,263,164,0.14628304216631743,"[132.46832802306176, 174.53288901295326, 221.71743889499993]","[269, 2028, 812, 14302, 21115, 36713, 8781, 9938, 21481, 3199]"
./Multi-class Weather Dataset/Sunrise/sunrise194.jpg,Lever du soleil,259,194,0.13962839432742097,"[159.2552525855965, 84.21854879049081, 49.15345944043013]","[235, 1883, 426, 7437, 11417, 35279, 3856, 6121, 48395, 3589]"
./Multi-class Weather Dataset/Shine/shine39.jpg,Ensoleillé,299,168,0.21910489746579045,"[150.2329306113977, 195.33353622205786, 216.69584945380063]","[722, 3133, 1201, 8944, 11860, 41070, 4402, 7112, 35676, 4518]"
./Multi-class Weather Dataset/Sunrise/sunrise238.jpg,Lever du soleil,252,189,0.3506247201467381,"[156.227417879126, 106.75355723661474, 58.697786774420926]","[214, 2046, 402, 10436, 14601, 35246, 5290, 8827, 38293, 3283]"
./Multi-class Weather Dataset/Rain/rain39.jpg,Pluvieux,400,224,0.07164777822645654,"[140.89164675314822, 145.30888929190058, 141.41989550144135]","[2598, 7336, 6250, 16208, 28117, 22976, 10742, 7935, 7304, 9172]"
./Multi-class Weather Dataset/Cloudy/cloudy20.jpg,Nuageux,299,168,0.16579678907600914,"[101.06041592912895, 110.70256499814562, 124.40923966182842]","[275, 1587, 1341, 11980, 35343, 34808, 6899, 5010, 19080, 2315]"
./Multi-class Weather Dataset/Shine/shine149.jpg,Ensoleillé,242,182,0.17937644370193215,"[101.33966417273555, 143.81341270292825, 206.5871616809117]","[353, 2213, 951, 13951, 18763, 31445, 7155, 9905, 30713, 3189]"
./Multi-class Weather Dataset/Sunrise/sunrise60.jpg,Lever du soleil,738,492,0.1962107261335046,"[191.63219780840666, 125.98419285452384, 84.86144794195367]","[2313, 5682, 3400, 13459, 24781, 28507, 8807, 8344, 14281, 9064]"
./Multi-class Weather Dataset/Cloudy/cloudy101.jpg,Nuageux,338,149,0.12644177091249664,"[171.27977071005918, 177.1194305365903, 200.4723730223453]","[285, 1755, 1077, 13818, 29452, 38865, 8806, 7200, 14825, 2555]"
./Multi-class Weather Dataset/Cloudy/cloudy128.jpg,Nuageux,259,194,0.18756918221398475,"[114.70315166989076, 146.6805745208112, 205.33305155441343]","[479, 2212, 2162, 14658, 41661, 31289, 7396, 4619, 10988, 3174]"
./Multi-class Weather Dataset/Sunrise/sunrise239.jpg,Lever du soleil,281,158,0.12515070593217711,"[199.14211199457594, 77.6566150811713, 33.73390119786662]","[256, 1935, 557, 7144, 11250, 45360, 4384, 5587, 37600, 4565]"
./Multi-class Weather Dataset/Shine/shine17.jpg,Ensoleillé,275,183,0.1817117196180944,"[73.38220857514034, 143.2122769211804, 185.20049238544985]","[560, 3471, 1342, 10608, 23792, 33951, 5974, 7323, 27696, 3921]"
./Multi-class Weather Dataset/Shine/shine239.jpg,Ensoleillé,211,172,0.20749466277374976,"[151.18695287212992, 180.64177891727354, 186.09161838428665]","[649, 3225, 2077, 12041, 38431, 37460, 7305, 5618, 8174, 3658]"
./Multi-class Weather Dataset/Cloudy/cloudy245.jpg,Nuageux,258,166,0.2248434524117565,"[145.99803828136854, 145.99803828136854, 145.99803828136854]","[389, 1850, 1186, 12942, 26878, 35662, 7263, 8188, 21824, 2456]"
./Multi-class Weather Dataset/Shine/shine110.jpg,Ensoleillé,278,181,0.18523125765358792,"[91.97695504128104, 145.53682143895716, 195.38757821192408]","[854, 3571, 2111, 13067, 21364, 35887, 6809, 8525, 21867, 4583]"
./Multi-class Weather Dataset/Shine/shine147.jpg,Ensoleillé,250,156,0.2055771190297645,"[125.89498108215749, 181.36288936723477, 208.50778247167855]","[251, 2570, 933, 9512, 29187, 42211, 6739, 6060, 17477, 3698]"
