Picture Path,Label,width,height,Luminance,RGB,LBP,HSV
./Multi-class Weather Dataset/Sunrise/sunrise205.jpg,Lever du soleil,259,194,0.31453535606782135,"[132.14037726634805, 128.06474501213776, 125.95311522104005]","[415, 2671, 1414, 10815, 26358, 36768, 6343, 6913, 23693, 3248]","[68.35797973667796, 58.99157099748816]"
./Multi-class Weather Dataset/Sunrise/sunrise206.jpg,Lever du soleil,2048,844,0.06268687841120896,"[76.66362537719786, 72.77527209215218, 70.24129053559989]","[5050, 9437, 1033, 7939, 2566, 13067, 6386, 14032, 38573, 20555]","[59.65677944672027, 84.85910922301454]"
./Multi-class Weather Dataset/Sunrise/sunrise207.jpg,Lever du soleil,251,201,0.25169252943618664,"[192.40050945417994, 156.21036366931338, 98.89219891866433]","[397, 3116, 1345, 12318, 30054, 37287, 8441, 7584, 13799, 4297]","[18.745553701175, 122.4375073753772]"
./Multi-class Weather Dataset/Sunrise/sunrise208.jpg,Lever du soleil,1920,1080,0.20935102885207568,"[211.91894071935215, 179.19116780142113, 129.56665230443662]","[2377, 4875, 3378, 13000, 27341, 31634, 8472, 7921, 11223, 8417]","[28.366088437094355, 111.59562703349685]"
./Multi-class Weather Dataset/Sunrise/sunrise209.jpg,Lever du soleil,1323,864,0.1921128772202631,"[151.2948803226517, 95.05813888019648, 64.05408515557832]","[8659, 10346, 5578, 10007, 13162, 13050, 8555, 11628, 16674, 20979]","[46.60945902661879, 144.81677034339756]"
./Multi-class Weather Dataset/Sunrise/sunrise21.jpg,Lever du soleil,969,545,0.16427469852819834,"[136.69870807098064, 126.84169720863045, 104.26923956041698]","[6051, 11368, 5692, 11951, 23286, 15743, 7755, 11378, 10403, 15011]","[49.638067061143985, 90.44954399096412]"
./Multi-class Weather Dataset/Sunrise/sunrise210.jpg,Lever du soleil,3200,1200,0.192201152825769,"[124.46965440562889, 63.85506010800713, 28.894375971969353]","[7105, 8965, 4416, 10314, 13292, 17099, 8923, 11502, 18222, 18800]","[22.332549436099733, 188.2219862101519]"
./Multi-class Weather Dataset/Sunrise/sunrise211.jpg,Lever du soleil,640,480,0.1885070922553793,"[124.32435190189905, 92.72956240174943, 70.39539802144971]","[877, 4480, 1659, 10974, 25774, 31205, 7393, 7164, 21806, 7306]","[45.415684687874034, 129.47038891417589]"
./Multi-class Weather Dataset/Sunrise/sunrise212.jpg,Lever du soleil,300,168,0.2059891364518758,"[138.8017489719251, 108.87442886922824, 84.10003293237622]","[999, 5364, 3009, 12732, 44630, 28964, 6520, 6179, 5346, 4895]","[54.660631500868185, 116.92701326724995]"
./Multi-class Weather Dataset/Sunrise/sunrise213.jpg,Lever du soleil,316,480,0.22144720098377219,"[103.13940470433167, 97.5024802998407, 97.04271953468745]","[2618, 11535, 2488, 6962, 23447, 30300, 5169, 11835, 13340, 10944]","[61.914428766499775, 100.9311771944908]"
./Multi-class Weather Dataset/Sunrise/sunrise214.jpg,Lever du soleil,320,240,0.10837602435397062,"[140.26085141881185, 114.52749586715471, 121.1444653325663]","[408, 3678, 483, 10591, 12294, 36766, 6227, 10008, 31855, 6328]","[92.13731687992043, 70.03455048129604]"
./Multi-class Weather Dataset/Sunrise/sunrise215.jpg,Lever du soleil,320,240,0.1620954183627786,"[129.91315276039296, 107.95766470929424, 138.35080408732867]","[2954, 7903, 5502, 15185, 28784, 20424, 10615, 8716, 8071, 10484]","[97.41062728636693, 108.49631652590233]"
./Multi-class Weather Dataset/Sunrise/sunrise216.jpg,Lever du soleil,320,212,0.12981441783006065,"[147.08151484189298, 80.69173794441916, 41.23327791264182]","[694, 4168, 804, 10816, 12621, 34019, 6866, 9834, 31140, 7676]","[17.89031339031339, 175.255879229252]"
./Multi-class Weather Dataset/Sunrise/sunrise217.jpg,Lever du soleil,320,212,0.09003049890160528,"[81.96923667611769, 45.59124316197171, 25.903336462600517]","[621, 3167, 876, 9755, 10554, 27927, 5054, 8776, 46667, 5241]","[10.734174547784015, 144.31156964884775]"
./Multi-class Weather Dataset/Sunrise/sunrise218.jpg,Lever du soleil,320,213,0.22573314449827772,"[148.16432327226522, 66.9799287341008, 21.90104858108279]","[3183, 7029, 3997, 13851, 26791, 17431, 7557, 9645, 18786, 10368]","[25.400520912355233, 199.1509044319695]"
./Multi-class Weather Dataset/Sunrise/sunrise219.jpg,Lever du soleil,320,179,0.10723937975960364,"[244.59102265794897, 146.59797806668183, 2.2827453577268666]","[869, 3219, 842, 12332, 10409, 27063, 4708, 10960, 43619, 4617]","[17.978506043594802, 252.00253712975606]"
./Multi-class Weather Dataset/Sunrise/sunrise22.jpg,Lever du soleil,557,900,0.150617982417503,"[164.73754901333257, 137.19619787452166, 80.49609533043797]","[3739, 12225, 3244, 8424, 20385, 24588, 6531, 12325, 14058, 13119]","[39.63268935754143, 153.01334311097625]"
./Multi-class Weather Dataset/Sunrise/sunrise220.jpg,Lever du soleil,320,179,0.19347119355389633,"[177.63519066403683, 95.53335988469125, 27.887549237227955]","[925, 3497, 743, 10639, 9334, 24472, 4112, 10124, 49067, 5725]","[15.9810684603584, 190.54553347156897]"
./Multi-class Weather Dataset/Sunrise/sunrise221.jpg,Lever du soleil,213,320,0.17874045699354305,"[115.11163782499072, 95.80718811505378, 71.24090872812674]","[413, 5067, 810, 8051, 22112, 40367, 5713, 8215, 20895, 6995]","[60.56846035840119, 92.79851312395691]"
./Multi-class Weather Dataset/Sunrise/sunrise222.jpg,Lever du soleil,232,174,0.17902104927308088,"[162.36693015201706, 80.61880122594573, 10.715543291356902]","[384, 4030, 1069, 8972, 21748, 32162, 4343, 7427, 33758, 4745]","[15.81506768489017, 233.74888315716717]"
./Multi-class Weather Dataset/Sunrise/sunrise223.jpg,Lever du soleil,291,164,0.21996697471495916,"[127.77576719727237, 72.70182983108279, 8.353012946947858]","[449, 2535, 1301, 12721, 25608, 33183, 6805, 7596, 24732, 3708]","[16.626494040695224, 234.33208584096158]"
./Multi-class Weather Dataset/Sunrise/sunrise224.jpg,Lever du soleil,227,152,0.1079962218720882,"[165.5071501977128, 29.98453936554898, 15.847855088852222]","[499, 3309, 1367, 10370, 20396, 32317, 5295, 7179, 33024, 4882]","[23.560107216911952, 225.41101502048247]"
./Multi-class Weather Dataset/Sunrise/sunrise225.jpg,Lever du soleil,240,160,0.12465815108167065,"[131.21287014515795, 43.46413670156274, 7.33039378455891]","[236, 1579, 158, 7620, 2883, 23577, 1418, 7437, 70615, 3115]","[8.598467607343347, 233.94575093983377]"
./Multi-class Weather Dataset/Sunrise/sunrise226.jpg,Lever du soleil,270,152,0.21279989372115138,"[166.35022274956168, 116.39283682294037, 66.96636067412001]","[401, 3202, 1087, 11361, 24294, 36150, 7308, 8101, 22080, 4654]","[46.53361486201723, 136.07212697449384]"
./Multi-class Weather Dataset/Sunrise/sunrise227.jpg,Lever du soleil,255,169,0.16179696800400856,"[104.2422154869224, 86.41244162915761, 94.77439168942497]","[258, 2443, 1062, 10932, 19279, 33123, 5413, 7676, 35464, 2988]","[105.1148704462314, 70.14890675837421]"
./Multi-class Weather Dataset/Sunrise/sunrise228.jpg,Lever du soleil,240,161,0.17336789851811857,"[128.53723913554256, 78.74584976988824, 43.974334280015675]","[436, 3390, 1982, 12371, 34375, 34259, 7644, 6980, 13251, 3950]","[15.562206038537399, 157.13467860213422]"
./Multi-class Weather Dataset/Sunrise/sunrise229.jpg,Lever du soleil,234,176,0.19921641152805658,"[130.85216250669052, 102.26090416592913, 55.8116553217561]","[195, 2396, 741, 11822, 21593, 38898, 7037, 9145, 23493, 3318]","[18.980958883325748, 144.507838972336]"
./Multi-class Weather Dataset/Sunrise/sunrise23.jpg,Lever du soleil,4261,3195,0.1880683110394976,"[150.68103887324256, 137.42971249067543, 111.71278977330198]","[10839, 10830, 6257, 10250, 13835, 11916, 7323, 11413, 14484, 21491]","[44.31092904465685, 116.12300443365532]"
./Multi-class Weather Dataset/Sunrise/sunrise230.jpg,Lever du soleil,214,176,0.17311335232399624,"[174.2103963975497, 128.1924479891034, 77.5888922275641]","[343, 4199, 1353, 7994, 34713, 44028, 5637, 6004, 9720, 4647]","[27.780913366712184, 129.69158279809167]"
./Multi-class Weather Dataset/Sunrise/sunrise231.jpg,Lever du soleil,243,170,0.18348671030820307,"[141.9495892639268, 61.74309417750847, 18.927913853487077]","[623, 3982, 2025, 10851, 33865, 33017, 6513, 5895, 17169, 4698]","[15.906800519226556, 201.36709148839327]"
./Multi-class Weather Dataset/Sunrise/sunrise232.jpg,Lever du soleil,239,180,0.14821408891929175,"[170.22130556819906, 59.342043522100845, 18.163719742515045]","[242, 2311, 264, 9327, 8400, 33564, 3322, 8838, 47875, 4495]","[8.012002899576864, 225.8999308821794]"
./Multi-class Weather Dataset/Sunrise/sunrise233.jpg,Lever du soleil,227,151,0.14303858614938197,"[134.60014889701233, 95.87272535465029, 54.79384240294004]","[683, 3977, 2651, 13912, 41204, 30878, 7948, 6217, 6878, 4290]","[27.097135824946477, 144.75968070938484]"
./Multi-class Weather Dataset/Sunrise/sunrise234.jpg,Lever du soleil,248,166,0.2401779222693963,"[179.40920611044731, 147.43133737846432, 102.84183348847966]","[381, 3261, 979, 10659, 26830, 39395, 7286, 7815, 17345, 4687]","[32.80434599369511, 116.40677523221902]"
./Multi-class Weather Dataset/Sunrise/sunrise235.jpg,Lever du soleil,220,165,0.09076106567830958,"[75.99278125079022, 9.813485600629647, 9.586476626902847]","[281, 2148, 347, 7562, 10495, 34232, 3333, 6975, 49152, 4113]","[50.81186466393567, 225.026332203847]"
./Multi-class Weather Dataset/Sunrise/sunrise236.jpg,Lever du soleil,266,178,0.19243312839994525,"[120.15801403218194, 84.67329186264098, 55.18520411751505]","[221, 2054, 710, 10057, 22141, 39182, 5522, 7232, 28181, 3338]","[27.355240310861614, 107.88837471973567]"
./Multi-class Weather Dataset/Sunrise/sunrise237.jpg,Lever du soleil,230,154,0.15032194517321562,"[189.51557936485358, 105.64970234426364, 33.19606017886343]","[162, 1827, 316, 8249, 15586, 39505, 3890, 6964, 38984, 3155]","[13.340927864596503, 207.27754176570744]"
./Multi-class Weather Dataset/Sunrise/sunrise238.jpg,Lever du soleil,252,189,0.3506247201467381,"[156.227417879126, 106.75355723661474, 58.697786774420926]","[214, 2046, 402, 10436, 14601, 35246, 5290, 8827, 38293, 3283]","[15.250838685749928, 184.2702422495322]"
./Multi-class Weather Dataset/Sunrise/sunrise239.jpg,Lever du soleil,281,158,0.12515070593217711,"[199.14211199457594, 77.6566150811713, 33.73390119786662]","[256, 1935, 557, 7144, 11250, 45360, 4384, 5587, 37600, 4565]","[13.19755896087257, 208.80304792730828]"
./Multi-class Weather Dataset/Sunrise/sunrise24.jpg,Lever du soleil,292,173,0.18859629642095452,"[107.2766806574938, 110.99604189187907, 105.09928508888383]","[1379, 5623, 3854, 14276, 36180, 28468, 7867, 6846, 8550, 5595]","[56.13782262007114, 155.86005327129587]"
./Multi-class Weather Dataset/Sunrise/sunrise240.jpg,Lever du soleil,230,173,0.13195742055350357,"[124.71186442686998, 97.92759885244399, 66.53767079266339]","[202, 1876, 421, 8323, 16346, 38591, 4594, 6834, 38258, 3193]","[19.41107402350006, 108.00318616294948]"
./Multi-class Weather Dataset/Sunrise/sunrise241.jpg,Lever du soleil,299,168,0.2433952931003181,"[181.27396635405603, 103.68793718865372, 29.99519398690765]","[568, 3032, 1700, 12417, 32322, 36504, 8232, 7008, 13057, 3798]","[17.96665486606315, 209.5580926853116]"
./Multi-class Weather Dataset/Sunrise/sunrise242.jpg,Lever du soleil,233,161,0.2587754565665646,"[118.55606774916131, 75.25646211453117, 17.707569290351742]","[344, 2192, 1016, 12737, 26686, 35891, 7665, 8342, 20546, 3219]","[29.873910551425343, 216.97095365734418]"
./Multi-class Weather Dataset/Sunrise/sunrise243.jpg,Lever du soleil,248,166,0.23051755492076192,"[151.41793766805324, 97.19767311459019, 46.61087029187529]","[247, 2957, 840, 9397, 24787, 37028, 5338, 7530, 26468, 4046]","[18.975648611743285, 168.45941435290547]"
./Multi-class Weather Dataset/Sunrise/sunrise244.jpg,Lever du soleil,245,164,0.1274458575926397,"[97.41759148628601, 92.20007455716129, 81.52134486842327]","[96, 1305, 41, 12247, 5446, 37089, 3852, 11598, 44939, 2025]","[64.87792275662098, 86.62556685041892]"
./Multi-class Weather Dataset/Sunrise/sunrise245.jpg,Lever du soleil,230,173,0.1811247708282324,"[169.79549606787032, 135.90891432208693, 110.05655228510258]","[267, 3431, 991, 9078, 27455, 45698, 6475, 6964, 13901, 4378]","[31.21548744921526, 83.60473878521216]"
./Multi-class Weather Dataset/Sunrise/sunrise246.jpg,Lever du soleil,262,175,0.2053047397070867,"[87.85660557878799, 58.88640924756402, 25.781177892517576]","[913, 3456, 2040, 12856, 27086, 32276, 7130, 7680, 20640, 4561]","[33.01904111667425, 166.7819248470136]"
./Multi-class Weather Dataset/Sunrise/sunrise247.jpg,Lever du soleil,245,163,0.18104920946796466,"[82.70312727187958, 76.65352730048551, 67.03612897664534]","[198, 1874, 527, 10183, 10632, 34591, 3605, 8789, 45419, 2820]","[62.30383182454188, 69.6145922891485]"
./Multi-class Weather Dataset/Sunrise/sunrise248.jpg,Lever du soleil,225,169,0.24177980685648046,"[44.27250415260077, 33.60463378486446, 19.89240477071006]","[76, 839, 198, 4707, 14492, 21644, 2487, 3651, 69576, 968]","[24.152236214366393, 93.14317503666616]"
./Multi-class Weather Dataset/Sunrise/sunrise249.jpg,Lever du soleil,281,176,0.21735544374545765,"[172.503352174788, 69.39947653918854, 11.24314435641405]","[377, 3662, 1210, 9752, 31229, 37990, 5791, 6738, 17241, 4648]","[18.652531229454308, 241.82481161179385]"
./Multi-class Weather Dataset/Sunrise/sunrise25.jpg,Lever du soleil,320,210,0.2530063088812944,"[154.68375090480075, 118.27696009868255, 50.02438042880443]","[2167, 6759, 3976, 13044, 38325, 26887, 7213, 6850, 6634, 6783]","[41.12188337632124, 180.22538309816417]"
./Multi-class Weather Dataset/Sunrise/sunrise250.jpg,Lever du soleil,220,165,0.2298148348089556,"[216.42578905341247, 150.26860379631736, 48.17572850288272]","[235, 2166, 595, 11722, 24171, 41286, 7677, 8587, 18969, 3230]","[18.51244963670999, 201.38986665318026]"
./Multi-class Weather Dataset/Sunrise/sunrise251.jpg,Lever du soleil,287,162,0.09780227421094721,"[235.7109515922386, 138.33810378657134, 1.7818863896896442]","[204, 1409, 98, 9791, 2280, 23872, 1656, 9321, 67397, 2610]","[17.495726495726494, 253.0790724725636]"
./Multi-class Weather Dataset/Sunrise/sunrise252.jpg,Lever du soleil,232,155,0.14881867751189587,"[163.95383757997016, 95.69144918523155, 91.2369783105961]","[223, 2126, 625, 11573, 23443, 42662, 6717, 8746, 19535, 2988]","[72.63714829987019, 135.41797737655725]"
./Multi-class Weather Dataset/Sunrise/sunrise253.jpg,Lever du soleil,226,170,0.29275483738591507,"[170.62093070148265, 123.8941625140659, 87.13474814140494]","[185, 1745, 315, 10038, 17503, 41394, 5459, 8224, 30817, 2958]","[39.573500901903266, 122.26369291458049]"
./Multi-class Weather Dataset/Sunrise/sunrise254.jpg,Lever du soleil,247,154,0.3387533835487406,"[137.92574430726242, 82.89382920628297, 33.54680793016361]","[335, 1330, 1195, 7499, 23824, 39172, 3592, 2598, 36488, 2605]","[25.111414555201538, 181.08031996493534]"
./Multi-class Weather Dataset/Sunrise/sunrise255.jpg,Lever du soleil,228,152,0.15653660015223733,"[132.77562864554358, 64.5537732166338, 49.14890333409194]","[311, 2380, 1099, 11077, 26224, 43308, 6586, 7513, 17038, 3102]","[23.662317301370557, 162.39129115460477]"
./Multi-class Weather Dataset/Sunrise/sunrise256.jpg,Lever du soleil,230,173,0.1835641645447386,"[218.52929272635032, 142.18109527512263, 60.40906913915651]","[375, 3996, 1580, 9253, 37350, 41029, 6280, 5935, 8618, 4222]","[15.59468298521553, 185.4912422663902]"
./Multi-class Weather Dataset/Sunrise/sunrise257.jpg,Lever du soleil,300,110,0.12738595008139114,"[162.35663264378826, 76.67411540252702, 24.61535866986126]","[199, 1990, 624, 12083, 24267, 41681, 8188, 8111, 18518, 2977]","[10.53155818540434, 214.53919486168007]"
./Multi-class Weather Dataset/Sunrise/sunrise258.jpg,Lever du soleil,233,175,0.1918757334116655,"[148.56102110516866, 115.90619349934254, 83.39845676158777]","[184, 2590, 700, 7938, 31701, 46431, 5921, 5631, 13364, 4178]","[20.24699506060453, 110.83394022151418]"
./Multi-class Weather Dataset/Sunrise/sunrise259.jpg,Lever du soleil,244,153,0.22387452150260023,"[113.03459302141809, 90.67413581651748, 61.80520835308881]","[677, 3375, 2567, 13417, 40976, 32007, 7085, 5944, 9002, 3588]","[30.21261315935872, 113.55917159763314]"
./Multi-class Weather Dataset/Sunrise/sunrise26.jpg,Lever du soleil,259,194,0.18442067507983284,"[144.61372317996762, 130.93569138629698, 103.72122763285162]","[478, 4573, 1657, 10438, 29694, 36828, 7186, 7603, 14669, 5512]","[50.18109711896694, 78.81969520726918]"
./Multi-class Weather Dataset/Sunrise/sunrise260.jpg,Lever du soleil,261,174,0.1948998733667605,"[216.02485920273227, 131.84584003043923, 68.80192775897056]","[139, 1370, 221, 8174, 12365, 32903, 3630, 6889, 50386, 2561]","[13.250686963704716, 177.98889057468938]"
./Multi-class Weather Dataset/Sunrise/sunrise261.jpg,Lever du soleil,215,162,0.2559518282757828,"[187.739097546212, 141.04706238067692, 61.695026638282]","[420, 2792, 1905, 12053, 39226, 36792, 7068, 5726, 9517, 3139]","[20.547952595289875, 177.81085318363424]"
./Multi-class Weather Dataset/Sunrise/sunrise262.jpg,Lever du soleil,300,157,0.14138030762358902,"[161.11375775204826, 87.37772003252542, 30.194565743058718]","[451, 3276, 1353, 9758, 23882, 31935, 5685, 6196, 31855, 4247]","[13.15076113892682, 202.91909000488883]"
./Multi-class Weather Dataset/Sunrise/sunrise263.jpg,Lever du soleil,300,130,0.13767584610591857,"[213.54319011009332, 113.52920247675702, 14.8164961374096]","[390, 2707, 1397, 12369, 26939, 33964, 6675, 7036, 23464, 3697]","[14.78144439387043, 237.5823597835432]"
./Multi-class Weather Dataset/Sunrise/sunrise264.jpg,Lever du soleil,260,174,0.17029697818780518,"[105.67741430338509, 91.45661658258737, 63.23430457173292]","[956, 4480, 3299, 13915, 44217, 28475, 7564, 5695, 5760, 4277]","[34.02234528565889, 105.31202481498339]"
./Multi-class Weather Dataset/Sunrise/sunrise265.jpg,Lever du soleil,225,169,0.23165777638460786,"[129.57880248107688, 93.27861689156299, 34.44356183568924]","[240, 2309, 762, 11844, 22637, 37939, 7064, 8927, 23756, 3160]","[17.173376152666094, 189.09026618789932]"
./Multi-class Weather Dataset/Sunrise/sunrise266.jpg,Lever du soleil,262,177,0.16015505689501158,"[204.9400546462769, 127.58645084600845, 65.18298162661837]","[160, 1808, 407, 8109, 18978, 53488, 5810, 6169, 20502, 3207]","[12.62812083818001, 171.65012896373844]"
./Multi-class Weather Dataset/Sunrise/sunrise267.jpg,Lever du soleil,211,159,0.20621212679348389,"[157.52912253293633, 75.79888439517693, 62.455955531480214]","[332, 2219, 1033, 8512, 18677, 45665, 4442, 5794, 28456, 3508]","[93.9150187966756, 168.00212410863298]"
./Multi-class Weather Dataset/Sunrise/sunrise268.jpg,Lever du soleil,329,166,0.13322085606558834,"[210.85346100111263, 167.00336317200222, 135.54255991045238]","[260, 1862, 468, 8510, 9089, 31046, 4156, 6693, 53000, 3554]","[46.672735548475195, 90.95580673983041]"
./Multi-class Weather Dataset/Sunrise/sunrise269.jpg,Lever du soleil,265,177,0.21267701225893468,"[204.14597833851718, 81.43588222418197, 5.154427359909978]","[293, 2727, 803, 9454, 25747, 42859, 5938, 7069, 20196, 3552]","[14.159308147473828, 248.72813938198553]"
./Multi-class Weather Dataset/Sunrise/sunrise27.jpg,Lever du soleil,300,168,0.2067655431811114,"[55.05307505816012, 50.18490327456211, 29.161480360687555]","[410, 2539, 838, 10300, 14511, 30594, 5650, 7907, 42220, 3669]","[59.675264249228746, 192.52525329152547]"
./Multi-class Weather Dataset/Sunrise/sunrise270.jpg,Lever du soleil,232,168,0.14686944632799284,"[240.75681149010015, 158.91678747139406, 31.86820757393289]","[484, 3906, 1634, 9698, 36848, 30627, 5543, 6379, 19210, 4309]","[18.97310305298471, 221.91606399298706]"
./Multi-class Weather Dataset/Sunrise/sunrise271.jpg,Lever du soleil,227,152,0.13119918719134083,"[128.3288606938755, 42.783839547615436, 2.8545274016335407]","[225, 2722, 463, 7269, 12503, 29387, 2516, 6498, 53515, 3540]","[15.927856167501139, 237.80008934742662]"
./Multi-class Weather Dataset/Sunrise/sunrise272.jpg,Lever du soleil,258,172,0.1276633859196873,"[230.24876212195923, 141.4531275682117, 63.9895904453042]","[191, 1655, 452, 8434, 10833, 35785, 4080, 6877, 47384, 2947]","[13.913257135150626, 184.18083581988907]"
./Multi-class Weather Dataset/Sunrise/sunrise273.jpg,Lever du soleil,224,152,0.17362470107891248,"[134.62500381939176, 75.25252435454914, 44.309354533328275]","[433, 3613, 1791, 10855, 39251, 34842, 7173, 6274, 10300, 4106]","[29.290395994538006, 167.8116033648578]"
./Multi-class Weather Dataset/Sunrise/sunrise274.jpg,Lever du soleil,257,172,0.1270582996804349,"[133.56752921702994, 63.50279312778157, 31.8562268663392]","[187, 1831, 281, 8101, 13710, 47830, 4682, 6833, 31648, 3535]","[16.811013334681974, 190.1217063672685]"
./Multi-class Weather Dataset/Sunrise/sunrise275.jpg,Lever du soleil,295,166,0.2274695746428293,"[154.72748606843928, 80.55606574068806, 16.5469376248546]","[428, 3328, 1332, 9046, 24021, 41803, 6218, 5867, 20627, 5968]","[25.98878942665925, 230.08037896795292]"
./Multi-class Weather Dataset/Sunrise/sunrise276.jpg,Lever du soleil,208,167,0.22569906040543242,"[168.02630905701588, 81.311091335881, 16.97219051468543]","[950, 3375, 2317, 14615, 26440, 31602, 7865, 7996, 19258, 4220]","[21.245688565215193, 227.79069943862842]"
./Multi-class Weather Dataset/Sunrise/sunrise277.jpg,Lever du soleil,221,282,0.1875938417696808,"[197.87624894110655, 139.54390324980193, 76.06293145956607]","[335, 3731, 575, 9492, 16368, 37723, 6068, 8853, 29602, 5891]","[15.841197592676883, 155.68111397697197]"
./Multi-class Weather Dataset/Sunrise/sunrise278.jpg,Lever du soleil,200,157,0.10787759531603087,"[184.73768404200172, 154.9231149852914, 102.09118271021933]","[156, 2300, 551, 6614, 17802, 37001, 3570, 5592, 41612, 3440]","[20.033168124884103, 108.82509819787926]"
./Multi-class Weather Dataset/Sunrise/sunrise279.jpg,Lever du soleil,255,165,0.1864303688946034,"[188.65640201837732, 104.32123165638329, 40.891547020927106]","[539, 3669, 1736, 11587, 28110, 37419, 6679, 7797, 16664, 4438]","[12.28725197660109, 196.53382558708003]"
./Multi-class Weather Dataset/Sunrise/sunrise28.jpg,Lever du soleil,259,194,0.22181794542438552,"[110.10282355779768, 106.41987969706165, 89.02330698216423]","[507, 3923, 1141, 13415, 24912, 34193, 8557, 11512, 16181, 4297]","[70.86109846760735, 102.74566327820766]"
./Multi-class Weather Dataset/Sunrise/sunrise280.jpg,Lever du soleil,243,162,0.16620901532122243,"[152.43388781023998, 63.80026731132732, 3.433350560107217]","[330, 2640, 1039, 9917, 28464, 39647, 6237, 6425, 20180, 3759]","[12.158751833308047, 248.1302365178105]"
./Multi-class Weather Dataset/Sunrise/sunrise281.jpg,Lever du soleil,263,176,0.20910232117318775,"[174.5031518542752, 75.52784850237698, 8.162162023339908]","[265, 2688, 632, 9765, 22465, 42158, 5787, 7595, 23326, 3957]","[17.987954955410576, 242.60131661019236]"
./Multi-class Weather Dataset/Sunrise/sunrise282.jpg,Lever du soleil,372,167,0.18009336054514047,"[169.8835282408461, 158.64299595328856, 134.61829499190816]","[164, 1813, 419, 11091, 16098, 39138, 7291, 7887, 31829, 2908]","[40.02324718892766, 52.312901431244626]"
./Multi-class Weather Dataset/Sunrise/sunrise283.jpg,Lever du soleil,380,164,0.20872821663286958,"[157.88785903599606, 137.99290383351035, 119.74546977333358]","[729, 3603, 2129, 13061, 29304, 33018, 7698, 6762, 17656, 4678]","[64.62689020381328, 75.50282371584147]"
./Multi-class Weather Dataset/Sunrise/sunrise284.jpg,Lever du soleil,249,166,0.10288931227005153,"[152.57417337825993, 75.60059942061145, 35.294460024928775]","[458, 2973, 1317, 12606, 27354, 34710, 7416, 7916, 19691, 4197]","[35.723967025742176, 179.0952308703788]"
./Multi-class Weather Dataset/Sunrise/sunrise285.jpg,Lever du soleil,259,156,0.11916099130341685,"[156.52292188211197, 38.442579132529204, 5.288319299044151]","[284, 2225, 507, 8460, 11395, 30506, 3228, 7133, 51114, 3786]","[7.919224868929011, 247.66587434043055]"
./Multi-class Weather Dataset/Sunrise/sunrise286.jpg,Lever du soleil,204,153,0.17614694093574354,"[150.22131188995095, 91.86150470601747, 41.458046878951095]","[176, 2634, 890, 7154, 23107, 32639, 3716, 5685, 39119, 3518]","[16.19965778249802, 163.46403344628197]"
./Multi-class Weather Dataset/Sunrise/sunrise287.jpg,Lever du soleil,257,172,0.193762560440585,"[129.65373591829768, 74.96311998606053, 33.8487286100891]","[429, 3828, 1693, 10143, 30002, 35042, 6627, 6911, 19340, 4623]","[12.251057839815235, 182.84928943508825]"
./Multi-class Weather Dataset/Sunrise/sunrise288.jpg,Lever du soleil,234,152,0.1614566828937451,"[155.0512303907159, 103.50693456670713, 59.369968280609925]","[574, 3606, 1321, 10643, 23415, 33666, 5216, 7911, 28053, 4233]","[16.34329641430233, 146.9272745663278]"
./Multi-class Weather Dataset/Sunrise/sunrise289.jpg,Lever du soleil,269,180,0.16603483938952576,"[130.7519180590325, 66.34015845471097, 16.15557673342437]","[849, 4319, 2461, 12918, 28467, 29704, 7517, 7289, 19675, 5439]","[20.216878234629714, 204.42872435475985]"
./Multi-class Weather Dataset/Sunrise/sunrise29.jpg,Lever du soleil,4752,3168,0.20942615250020458,"[59.41394693047337, 54.99975157490644, 47.30572960128711]","[11838, 10654, 5079, 7461, 8088, 9913, 7435, 12218, 20772, 25180]","[63.42370909826531, 110.8343026686222]"
./Multi-class Weather Dataset/Sunrise/sunrise290.jpg,Lever du soleil,286,161,0.11386427433995913,"[161.12663693862842, 97.47332184486632, 85.89804489286738]","[251, 2099, 264, 9603, 9937, 37230, 4666, 8331, 42285, 3972]","[52.24844484903657, 117.69610074343802]"
./Multi-class Weather Dataset/Sunrise/sunrise291.jpg,Lever du soleil,300,112,0.16910804713685995,"[120.78247829663556, 103.89588792429491, 87.8420580753005]","[154, 1607, 187, 10878, 8485, 34477, 4339, 9497, 46414, 2600]","[48.39956000606888, 75.65719246784336]"
./Multi-class Weather Dataset/Sunrise/sunrise292.jpg,Lever du soleil,230,154,0.1311109311262003,"[153.19922046214114, 129.64672153947302, 114.17205372119389]","[158, 1655, 286, 7133, 7181, 32580, 2685, 6654, 57074, 3232]","[39.69311687654883, 72.70070297880949]"
./Multi-class Weather Dataset/Sunrise/sunrise293.jpg,Lever du soleil,228,171,0.24287118764641255,"[161.37629724324205, 108.46136708279599, 72.25230388345219]","[484, 2481, 1415, 12418, 23450, 40994, 6334, 7985, 19917, 3160]","[25.903268767174094, 145.35019976735953]"
./Multi-class Weather Dataset/Sunrise/sunrise294.jpg,Lever du soleil,266,175,0.26383337904841725,"[108.21336376861755, 64.76584099318937, 29.590329142011836]","[363, 2277, 1051, 12396, 23104, 32154, 6639, 7563, 29740, 3351]","[29.79759436268312, 205.47676966907736]"
./Multi-class Weather Dataset/Sunrise/sunrise295.jpg,Lever du soleil,224,168,0.19059520147013756,"[159.04212914232792, 100.12697633768269, 34.10266386771102]","[386, 4158, 783, 9822, 25629, 34783, 5734, 8843, 24764, 3736]","[45.4949425984929, 201.8183634248723]"
